Gene.symbol,GSM1057835,GSM1057836,GSM1057837,GSM1057838,GSM1057839,GSM1057840,GSM1057841,GSM1057842,GSM1057843,GSM1057844,GSM1057845,GSM1057846,GSM1057847,GSM1057848,GSM1057849,GSM1057850,GSM1057851,GSM1057852,GSM1057853,GSM1057854,GSM1057855,GSM1057856,GSM1057857,GSM1057858,GSM1057859,GSM1057860,GSM1057861,GSM1057862,GSM1057863,GSM1057864,GSM1057865,GSM1057866,GSM1057867,GSM1057868,GSM1057869,GSM1057870,GSM1057871,GSM1057872,GSM1057873,GSM1057874,GSM1057875,GSM1057876,GSM1057877,GSM1057878,GSM1057879,GSM1057880,GSM1057881,GSM1057882,GSM1057883,GSM1057884,GSM1057885,GSM1057886,GSM1057887,GSM1057888,GSM1057889,GSM1057890,GSM1057891,GSM1057892,GSM1057893,GSM1057894,GSM1057895,GSM1057896,GSM1057897,GSM1057898,GSM1057899,GSM1057900,GSM1057901,GSM1057902,GSM1057903,GSM1057904,GSM1057905,GSM1057906,GSM1057907,GSM1057908,GSM1057909,GSM1057910,GSM1057911,GSM1057912,GSM1057913,GSM1057914,GSM1057915,GSM1057916,GSM1057917,GSM1057918,GSM1057919,GSM1057920,GSM1057921,GSM1057922,GSM1057923,GSM1057924,GSM1057925,GSM1057926,GSM1057927,GSM1057928,GSM1057929,GSM1057930,GSM1057931,GSM1057932,GSM1057933,GSM1057934,GSM1057935,GSM1057936,GSM1057937,GSM1057938,GSM1057939,GSM1057940,GSM1057941,GSM1057942
NAP1L1,0.950377583,0.894344083,0.920308983,0.920934118,0.905355569,0.878007409,0.901673834,0.886916288,0.853276811,0.811548712,0.92261217,0.825163266,0.849904144,0.871062924,0.877966726,0.897555691,0.864891845,0.854775464,0.932173494,0.847927556,0.851234094,0.867179003,0.773275249,0.814837697,0.867284196,0.890182882,0.878462038,0.79041577,0.918151829,0.803595895,0.83661566,0.788320176,0.889196015,0.783962427,0.727165308,0.798390697,0.831724796,0.742328638,0.781530357,0.857142857,0.88580675,0.764739499,0.923062476,0.835883727,0.841398714,0.836210907,0.826425814,0.86319003,0.866687684,0.783422527,0.823050006,0.776554058,0.866847461,0.761588724,0.769347444,0.868041406,0.796882726,0.80355122,0.91534764,0.90243141,0.897308003,0.860104432,0.87474783,0.846654822,0.752995908,0.882069078,0.769944524,0.875865898,0.926507306,0.876328704,0.928403176,0.931360059,0.829868227,0.861990179,0.816464299,0.888064277,0.71755248,0.823184994,0.763015436,0.868062876,0.74145796,0.848426729,0.872671299,0.747482294,0.802135706,0.726772366,0.800577748,0.949533345,0.755317013,0.849896017,0.817051657,0.873333397,0.755858218,0.830181974,0.834000964,0.877259762,0.84633166,0.830928196,0.827873724,0.916998505,0.872786631,0.903228901,0.865466745,0.785429773,0.956793779,0.951494202,0.940796628,0.945974594
MCM7,0.912456911,0.899106605,0.903094701,0.906791892,0.925376553,0.822704425,0.929382717,0.873246312,0.886984175,0.886504863,0.871994273,0.929490371,0.943208931,0.917364493,0.935002026,0.903966389,0.941195314,0.867682063,0.867625014,0.894364116,0.841007373,0.918516877,0.929716169,0.900341775,0.926962094,0.89976616,0.87489221,0.887335229,0.935755351,0.877929409,0.864584958,0.907138222,0.953917998,0.97004973,0.768336866,0.921546309,0.96431257,0.930687355,0.965810254,0.872598323,0.934547767,0.887705758,0.966861049,0.968657397,0.832261047,0.932098413,0.933519193,0.946740088,0.81212577,0.91165271,0.960679279,0.885450948,0.877255162,0.956692967,0.940978726,0.89801342,0.930404932,0.872364116,0.931234915,0.921668324,0.954853946,0.885057223,0.927305033,0.931042663,0.864137561,0.8322081,0.927188834,0.916740817,0.951238858,0.915704765,0.941051606,0.942323072,0.87966162,0.88448964,0.963134549,0.927237717,0.78517101,0.913619835,0.910501471,0.884764378,0.924915905,0.941666413,0.942808404,0.889937401,0.926031803,0.866079161,0.913244156,0.916842471,0.837944109,0.939201182,0.93284608,0.956681727,0.935075266,0.949502588,0.895206655,0.922508763,0.931413552,0.918707422,0.930361471,0.879266173,0.864048065,0.938823481,0.948324126,0.952216375,0.962289785,0.964760265,0.971669992,0.969974048
HMGB2,0.961263435,0.963705366,0.979600678,0.964249805,0.97250552,0.969857891,0.968973903,0.965014789,0.975119129,0.96331016,0.968552075,0.968528647,0.976850975,0.981515627,0.973391749,0.966681783,0.9712638,0.973305098,0.972240073,0.96959913,0.971765784,0.971492417,0.96464303,0.96474977,0.963182226,0.966868183,0.978161338,0.959155278,0.982695995,0.967047363,0.970335386,0.962437155,0.963844982,0.980640243,0.950849903,0.960212059,0.967207612,0.969471959,0.9755177,0.979892457,0.980396919,0.973076748,0.982132072,0.976755061,0.971110714,0.966299225,0.972634028,0.973303554,0.96022492,0.971546292,0.966102017,0.959599853,0.976974381,0.971952048,0.980999369,0.96949174,0.983125059,0.947372275,0.967996157,0.970081084,0.97738819,0.971028775,0.967156536,0.978488124,0.969256971,0.968837783,0.979137949,0.975120749,0.980695103,0.981179599,0.967941263,0.980824848,0.962002227,0.977219521,0.973170663,0.968156106,0.940883231,0.980179506,0.953895267,0.968758211,0.980337435,0.982755938,0.971666249,0.957893614,0.966493874,0.972771019,0.968949276,0.979437128,0.953002686,0.964549785,0.970353367,0.98004689,0.961922334,0.96877492,0.978080585,0.970743364,0.94644077,0.970154879,0.976748708,0.970202747,0.971506983,0.974758144,0.976528884,0.970917265,0.984577632,0.983521097,0.983451075,0.986510506
TMEM135///DNAJB6,0.860557307,0.82715432,0.793744349,0.845018284,0.852770055,0.732976918,0.767422095,0.659384344,0.769485123,0.849435354,0.639351099,0.680054787,0.657737787,0.624734042,0.746987766,0.695847534,0.831926352,0.805456961,0.906543392,0.790104568,0.618732754,0.685577682,0.621101218,0.690108142,0.702361446,0.598453283,0.768101407,0.608359434,0.644292278,0.675355607,0.692015737,0.584156555,0.776980641,0.688354461,0.494896768,0.655387863,0.660142616,0.586838682,0.591608914,0.600590747,0.546828724,0.658348391,0.78838455,0.858994485,0.432207098,0.817216112,0.558652897,0.809270499,0.540331568,0.705921361,0.646026385,0.693058817,0.782144423,0.657575619,0.416560917,0.668200273,0.758097326,0.758485692,0.775361075,0.813738554,0.833798595,0.69101327,0.767550639,0.624436529,0.58142742,0.768260622,0.652044971,0.659820627,0.897975843,0.641805318,0.912872929,0.799498848,0.576611122,0.694751413,0.722243454,0.621105458,0.652501134,0.689425313,0.643573022,0.879648706,0.593594885,0.656383599,0.713329657,0.55390696,0.730310769,0.624952503,0.519580369,0.848646556,0.703507297,0.633249126,0.750703937,0.567642824,0.475559938,0.77879944,0.563164456,0.561133015,0.673699626,0.72225212,0.873237031,0.866543423,0.780523596,0.761858574,0.915567084,0.422582349,0.867935278,0.895770273,0.889142051,0.829740088
SNRPB,0.928354871,0.880565533,0.936038158,0.937119894,0.930548413,0.946004018,0.916861041,0.901232483,0.922224952,0.896881248,0.912152118,0.949770324,0.963695733,0.922219478,0.922224566,0.932542986,0.948494584,0.93165023,0.924801002,0.939533468,0.930945343,0.941233108,0.944336149,0.939116804,0.934775375,0.9153913,0.917105448,0.929120688,0.956669833,0.934150943,0.927603826,0.940139587,0.961852307,0.958308609,0.936807808,0.953253487,0.961346512,0.925224398,0.946421452,0.90763596,0.947524943,0.918074027,0.963636688,0.949712717,0.940053926,0.926228899,0.953176408,0.94946866,0.929593377,0.937152503,0.960247428,0.794629791,0.871099318,0.954751613,0.934391754,0.904095696,0.892024296,0.907428478,0.943040015,0.940258123,0.918364183,0.936377903,0.928631077,0.93483716,0.925574786,0.946849185,0.948554142,0.904845926,0.95872338,0.948455278,0.934633025,0.942139803,0.933779866,0.946552208,0.959902719,0.936182928,0.906179129,0.931383444,0.953436011,0.945902395,0.92837711,0.948223278,0.953146655,0.933957452,0.932247491,0.890452907,0.93489259,0.942816841,0.931589806,0.932716731,0.95424537,0.960389914,0.942777153,0.944013589,0.921008702,0.943879471,0.934581606,0.934601337,0.948775477,0.899636835,0.926921958,0.948069113,0.787073431,0.860955656,0.962767437,0.967406438,0.970907209,0.971564939
DUSP6,0.964007302,0.968141229,0.971974485,0.970919621,0.972374336,0.981729866,0.940408752,0.980375577,0.982774246,0.976276423,0.970671385,0.979868626,0.968395478,0.970699406,0.886591749,0.948860822,0.975384149,0.958025436,0.954146695,0.981770963,0.982332321,0.98301859,0.970413799,0.963795037,0.972018384,0.980647406,0.983943127,0.976127755,0.85920656,0.982626249,0.971787935,0.966167173,0.71336813,0.964909088,0.827898094,0.852254004,0.725260401,0.596484104,0.274201525,0.939599529,0.734845508,0.961621703,0.946087527,0.982728217,0.969616486,0.730719241,0.96982698,0.969299371,0.926453882,0.97031444,0.916192354,0.924081961,0.943869608,0.96133465,0.963991298,0.888650472,0.902655133,0.920356774,0.861781336,0.91000295,0.924655986,0.980471385,0.72650473,0.918753007,0.972209812,0.954366276,0.974253164,0.957793252,0.728133416,0.977337759,0.703339966,0.876876246,0.961735451,0.920967774,0.905289086,0.951186856,0.976874714,0.980797431,0.894935255,0.961914047,0.974957008,0.964691313,0.909916532,0.776334884,0.963813994,0.854549291,0.977331327,0.928959417,0.92277346,0.88552781,0.737906237,0.952145044,0.855778628,0.922329858,0.924215064,0.909417239,0.955663127,0.968097886,0.733683426,0.847184768,0.77219433,0.752062048,0.605130253,0.700598871,0.696489517,0.662361242,0.712566226,0.700650215
SRI,0.055966555,0.426164827,0.385744552,0.402518151,0.307276087,0.280714812,0.367189167,0.506155642,0.340079656,0.358410083,0.390391721,0.309237413,0.552837695,0.394898505,0.444392158,0.329411952,0.390822515,0.138019997,0.520380253,0.427383656,0.360865542,0.199349188,0.500752343,0.362767303,0.368029709,0.333406642,0.26236224,0.293620406,0.261777205,0.333716166,0.290442291,0.347774373,0.402396586,0.475739724,0.64518378,0.459407705,0.508552276,0.436411908,0.629350205,0.610376472,0.441449061,0.385171975,0.326530612,0.505654182,0.301293016,0.560275333,0.520777492,0.338503142,0.267298938,0.396507792,0.306122449,0.335018872,0.344161796,0.369769325,0.419821488,0.401024295,0.563980843,0.43973057,0.366576985,0.385930614,0.383756862,0.461576063,0.492341783,0.321185692,0.341298073,0.386969833,0.403043043,0.526292646,0.370612115,0.505033656,0.553985332,0.433491813,0.260068622,0.341221273,0.438249975,0.413095681,0.348448713,0.285109783,0.463225336,0.370510244,0.298325327,0.289553493,0.390414745,0.090987656,0.269027066,0.305312657,0.236864377,0.229487783,0.299732771,0.342488158,0.351681418,0.377014284,0.358060262,0.425912208,0.22496453,0.343400745,0.313142368,0.49123897,0.400663509,0.37706244,0.319360706,0.357677807,0.367470917,0.352263817,0.617271754,0.569376405,0.662641512,0.626358751
LGALS3,0.683454235,0.881378175,0.753952998,0.751319221,0.725259559,0.864852502,0.762379387,0.68892439,0.839341179,0.920456142,0.796228888,0.852711138,0.591571749,0.892329525,0.748356523,0.61972566,0.841566833,0.962550669,0.833337724,0.964733416,0.969639702,0.961979271,0.928653255,0.908071773,0.808364128,0.939662523,0.958831881,0.96544451,0.941205578,0.960259866,0.958400158,0.943578241,0.857115072,0.738597997,0.874696422,0.823815652,0.898789955,0.76625374,0.545772353,0.877122047,0.778333,0.668182548,0.617861268,0.683161141,0.963057734,0.981566589,0.755065209,0.953475455,0.947887274,0.953118939,0.799761703,0.710737247,0.446354614,0.685357742,0.964122509,0.964920899,0.978508714,0.828511633,0.713603379,0.724883061,0.621222586,0.86918704,0.831843152,0.909371454,0.974784028,0.598250208,0.944093257,0.906001378,0.799223368,0.816679686,0.719808239,0.634547287,0.934091675,0.911610309,0.885946247,0.897778679,0.980314269,0.956610354,0.951903046,0.96348784,0.979798376,0.825759264,0.719412901,0.967806099,0.98033414,0.984191241,0.959913884,0.664596885,0.897591879,0.720544724,0.87759543,0.900917664,0.969789473,0.506678107,0.970922857,0.963001688,0.803441912,0.845714245,0.930581333,0.880226247,0.949099586,0.694934343,0.95666812,0.955395188,0.569063369,0.499557177,0.623929909,0.659216181
DUT,0.968422376,0.960691445,0.972073801,0.965190004,0.964333824,0.966549315,0.966088808,0.952671722,0.966165098,0.932433215,0.963751314,0.94670854,0.980019138,0.97457892,0.973453205,0.963178599,0.957312267,0.935458322,0.962979636,0.964728934,0.943195843,0.961518807,0.953446021,0.965596997,0.96857175,0.949982627,0.957655166,0.95308524,0.979058993,0.946184227,0.956396338,0.955735539,0.96148781,0.976558726,0.947673965,0.959178024,0.966122223,0.961831041,0.976364985,0.96603406,0.977171687,0.930773763,0.980413534,0.97661423,0.95565662,0.955256631,0.960598355,0.978155949,0.939896099,0.949707804,0.96421885,0.95934913,0.978082294,0.976270452,0.963631681,0.962760688,0.971871874,0.959185742,0.974725493,0.974069963,0.98119054,0.965901854,0.979955853,0.960410758,0.916326306,0.961517938,0.966252306,0.967510308,0.972185537,0.966714503,0.9758972,0.979944538,0.96065106,0.961355814,0.976939091,0.951721238,0.943055617,0.961986425,0.958219509,0.959267534,0.968003541,0.967048931,0.974405418,0.96392523,0.964466265,0.960721724,0.95197158,0.97762669,0.94357463,0.969351254,0.967679201,0.96483842,0.966522602,0.966855251,0.959311677,0.96214002,0.964532525,0.952550381,0.974534777,0.96753809,0.953239304,0.973586268,0.970443016,0.979030702,0.983177192,0.982254944,0.983322914,0.983133875
STAG2,0.619608215,0.572603052,0.669859624,0.685567091,0.588716139,0.550016914,0.727079199,0.720160306,0.722194438,0.783376597,0.710609801,0.600598578,0.465946052,0.713717767,0.779793899,0.645189764,0.755263156,0.618956927,0.66438383,0.694328294,0.60127945,0.665008378,0.559397193,0.534513097,0.548639251,0.686062588,0.639724855,0.561434527,0.757247419,0.653711526,0.685142456,0.552058172,0.587360984,0.619105248,0.561335301,0.45992396,0.558754921,0.5518102,0.548619443,0.804241085,0.574917116,0.656149076,0.647890625,0.617362211,0.625534536,0.631541039,0.64409437,0.685018253,0.584980194,0.599257752,0.645784263,0.545072826,0.46660007,0.413176135,0.631180265,0.736902323,0.691935552,0.596232356,0.481211704,0.725483419,0.799249739,0.59462248,0.575532414,0.569564479,0.510329869,0.619548715,0.579866677,0.657732798,0.775660317,0.495143398,0.70641139,0.737415494,0.570153306,0.619930696,0.68538696,0.379908825,0.507836588,0.719147775,0.572565097,0.610861729,0.750317669,0.796275088,0.736399404,0.608883796,0.536870949,0.720554342,0.420252201,0.826419802,0.467432795,0.682832274,0.718995118,0.604581684,0.613668436,0.614142914,0.807227325,0.582734953,0.711517464,0.333283593,0.650306776,0.849251342,0.521561972,0.623031454,0.423368344,0.325862378,0.884004919,0.852655009,0.759182189,0.850466517
PAIP1,0.910096328,0.75880011,0.800988049,0.838642957,0.774325901,0.776867064,0.738031033,0.760546722,0.687823299,0.603790604,0.624514496,0.765176166,0.733339667,0.579412338,0.797184394,0.743374118,0.752956467,0.667887378,0.886587453,0.680899931,0.686884238,0.55053284,0.637091905,0.756404038,0.788180783,0.626674707,0.609806789,0.664364477,0.778547051,0.587836724,0.685350576,0.668526428,0.877928964,0.831054849,0.8978057,0.779710838,0.805727892,0.85600079,0.75042233,0.821343142,0.861251217,0.572470693,0.847390367,0.814669953,0.757381891,0.817066494,0.631125905,0.755048386,0.795976914,0.714298912,0.903085125,0.794819582,0.886206834,0.780845552,0.605270305,0.702673275,0.776535789,0.781943033,0.766959297,0.797160583,0.887718455,0.738460738,0.698623985,0.656358416,0.63524668,0.79949389,0.628806201,0.786666158,0.792113523,0.572209456,0.896017827,0.824879662,0.707105101,0.752166055,0.858237484,0.667143402,0.631049782,0.643329071,0.65908701,0.670361858,0.627955473,0.692839904,0.724688903,0.551020408,0.641816522,0.522929931,0.639378287,0.841538104,0.607626393,0.637707987,0.797286514,0.754295316,0.59118202,0.826446221,0.594570664,0.6520417,0.722505682,0.608519386,0.818338125,0.827059985,0.702945543,0.817964121,0.776963368,0.57941672,0.890791431,0.882279868,0.879896353,0.903192654
HNRNPDL,0.966131672,0.951377989,0.959265708,0.968818225,0.963622863,0.931314812,0.947601958,0.960464186,0.950731952,0.95942182,0.949334058,0.950086504,0.962838811,0.940591164,0.964178047,0.960966043,0.959186603,0.960235389,0.965265516,0.952977031,0.942299404,0.95399458,0.951014463,0.950105757,0.937895174,0.965492448,0.949416489,0.904333786,0.968905903,0.947598368,0.944621021,0.942019232,0.965386544,0.969510572,0.961823609,0.960823533,0.960327408,0.947650035,0.963705543,0.964255455,0.963121998,0.906434478,0.968956337,0.938023501,0.945490169,0.941599463,0.947688959,0.949660477,0.958347985,0.938993895,0.968103735,0.913191398,0.937023018,0.936470007,0.898645379,0.920940995,0.936992236,0.951764331,0.954337111,0.960245594,0.975432033,0.959312039,0.945533957,0.925022158,0.936243568,0.95697756,0.924802763,0.961454212,0.963731723,0.948397653,0.965800091,0.969352754,0.952451875,0.917436398,0.955254384,0.935248086,0.926396308,0.925175872,0.94774073,0.962211001,0.939506542,0.963818333,0.96111014,0.923227527,0.959068666,0.929417073,0.93964925,0.958199149,0.913686265,0.936666686,0.894586412,0.964247997,0.946283373,0.947456987,0.945382689,0.949531571,0.950510588,0.93345127,0.960518369,0.966025605,0.941833255,0.964256494,0.902084312,0.899259643,0.97580746,0.979525318,0.970854217,0.976874496
C10orf10,0.160147979,0.429608676,0.182090861,0.14632914,0.14549248,0.716952139,0.148501479,0.653992534,0.121453779,0.348181997,0.041780924,0.224226552,0.35637057,0.123816762,0.200147315,0.216582323,0.258587497,0.191982367,0.404735935,0.191908414,0.37221631,0.393666788,0.23477933,0.664749339,0.341937536,0.596949802,0.389208671,0.560235158,0.172769367,0.403903841,0.271433491,0.218634881,0.19485413,0.17454483,0.637041791,0.196775186,0.191696053,0.330564008,0.526610557,0.706072966,0.194126363,0.653495882,0.308661282,0.390067948,0.866181779,0.246723191,0.641848595,0.223963225,0.717937481,0.559412544,0.447635661,0.151434887,0.245827334,0.727843574,0.632653061,0.510808202,0.858779821,0.18692278,0.585867499,0.295083874,0.201250197,0.27678056,0.19325079,0.244897959,0.201447756,0.200165145,0.207864046,0.525565765,0.143968562,0.13042584,0.206998244,0.185925314,0.189485745,0.65561388,0.432776004,0.536993055,0.627778335,0.207240785,0.482907911,0.412535883,0.225469603,0.314731399,0.391190765,0.489968162,0.199458621,0.489714327,0.318155562,0.566300536,0.181725123,0.638421961,0.905865489,0.568457269,0.23333072,0.501235308,0.182312785,0.185522793,0.293879299,0.802007521,0.203773816,0.106136116,0.202169996,0.155418936,0.247602306,0.272375127,0.849371399,0.805219214,0.758750653,0.913299855
FOS,0.990934083,0.987390578,0.984931714,0.983751129,0.990215938,0.980432931,0.985186639,0.981762522,0.983511235,0.986661231,0.98188237,0.972240925,0.857980734,0.979242633,0.984497992,0.985776622,0.986282919,0.984753812,0.872495399,0.989045743,0.987038133,0.986965586,0.98735795,0.986174353,0.984545484,0.986465123,0.9865187,0.975982393,0.961917177,0.974197979,0.984890913,0.986116126,0.980451793,0.973582789,0.981301982,0.965126717,0.957463745,0.984663223,0.959365605,0.980054496,0.965908475,0.840116356,0.98949359,0.935282056,0.986776929,0.983052877,0.982979995,0.98081684,0.986086976,0.982470623,0.986145468,0.965612107,0.983004981,0.97268602,0.980697636,0.977581018,0.982412007,0.982488474,0.979713633,0.98527403,0.98920578,0.981455348,0.955832108,0.933461575,0.985309499,0.984308691,0.98249426,0.98490149,0.969477825,0.989148784,0.984326772,0.981577109,0.983554329,0.98158973,0.965266126,0.985868773,0.982863547,0.985019513,0.979960821,0.963936863,0.987935996,0.988972255,0.987429804,0.982575861,0.98338718,0.960786956,0.984804549,0.963004776,0.873886006,0.939978697,0.955499894,0.989252821,0.983283189,0.984437883,0.962235822,0.982445755,0.980349003,0.977282016,0.976244197,0.988161892,0.987395157,0.982606484,0.981241634,0.985087379,0.892133263,0.925798568,0.935648707,0.903650387
SLC39A8,0.774827814,0.819141048,0.843720804,0.824695325,0.842630138,0.718840022,0.783967731,0.870694108,0.786536899,0.783291823,0.858506387,0.714740141,0.790374685,0.806131002,0.790857808,0.843458358,0.655661896,0.573247356,0.8341668,0.612165665,0.587163077,0.68854024,0.606899955,0.702263991,0.72555971,0.638858651,0.734189437,0.602877202,0.710146761,0.639186634,0.640172674,0.611586402,0.703413021,0.815256701,0.769561102,0.712597557,0.796181688,0.783348965,0.782971526,0.858334338,0.773223031,0.575646942,0.839489594,0.655664695,0.724275019,0.757059435,0.792216268,0.733701362,0.673997889,0.817366119,0.834283048,0.782191192,0.879709606,0.772989659,0.687009015,0.703048142,0.756097871,0.840573015,0.78462921,0.800782929,0.826670068,0.69875338,0.725258973,0.750824343,0.660896579,0.758635516,0.811153208,0.783484298,0.828608471,0.523065225,0.792413371,0.831468198,0.705552026,0.793289249,0.859331189,0.725052927,0.732452213,0.773328882,0.768255147,0.748096829,0.678880309,0.548538312,0.763443267,0.572492301,0.618024435,0.703944455,0.76695852,0.862662501,0.428065444,0.778188563,0.814049106,0.714734225,0.636651001,0.766910558,0.557209656,0.696012966,0.706203766,0.477467435,0.823176077,0.823423014,0.803198544,0.865211279,0.68614905,0.526355425,0.919083679,0.890722435,0.9118541,0.871661103
PSIP1,0.910069752,0.927219928,0.947952139,0.930132118,0.937689619,0.893770517,0.895040427,0.948737723,0.887129347,0.884143265,0.921580115,0.903675444,0.931718856,0.801598728,0.945598588,0.931291667,0.890397301,0.767542835,0.95845526,0.845119552,0.817572287,0.853878869,0.837480163,0.88737669,0.833896475,0.862111825,0.881794344,0.824797971,0.858647203,0.855458193,0.879230552,0.801088945,0.92780319,0.93952193,0.949203394,0.922575124,0.913347691,0.955907446,0.917561423,0.952182447,0.945298723,0.886397115,0.930458148,0.947290578,0.895439519,0.947720722,0.838591081,0.880672646,0.877295176,0.812595151,0.881765609,0.860872094,0.833577657,0.935696654,0.918966854,0.908731444,0.949026448,0.864964216,0.922418607,0.937357117,0.909714979,0.870968329,0.92063429,0.794618455,0.751269832,0.899620174,0.885468249,0.853541281,0.932213132,0.903554016,0.957493337,0.955687032,0.876753191,0.916440508,0.882926097,0.778951782,0.793525253,0.853476871,0.931301832,0.818935809,0.895047007,0.930003254,0.845642558,0.851214234,0.809296235,0.77839239,0.795798376,0.906796078,0.854688204,0.789325983,0.872730424,0.89531917,0.901776589,0.875901434,0.766674573,0.894855924,0.862237026,0.82759253,0.919137727,0.905897376,0.915286727,0.943725161,0.928075921,0.927832368,0.96200603,0.961334679,0.964007642,0.95590939
RPA3,0.847628629,0.765984658,0.837269483,0.693018117,0.834771837,0.814865166,0.776093399,0.698947672,0.799372735,0.695566171,0.302017741,0.797001664,0.843137236,0.847559996,0.77294932,0.798910236,0.828489416,0.745633134,0.80759193,0.748205483,0.775848503,0.818157139,0.837556682,0.785915169,0.824903358,0.854469941,0.808280876,0.65502189,0.877106601,0.749522453,0.814174436,0.805232792,0.801032621,0.922021774,0.747114738,0.808432138,0.870642003,0.799234775,0.793510577,0.789801404,0.913529402,0.791909583,0.853434844,0.78216128,0.582117591,0.785838124,0.841386467,0.851593409,0.70382806,0.812316847,0.762258161,0.82305737,0.570393685,0.759267903,0.910689876,0.828255867,0.93472981,0.755934668,0.784519109,0.805220484,0.797788487,0.717053018,0.840383596,0.883909169,0.81718952,0.844776534,0.802062066,0.861016247,0.861403237,0.818156118,0.811529891,0.873117048,0.711152087,0.773376762,0.911508069,0.893838177,0.792640772,0.826718702,0.88143043,0.790284368,0.89912396,0.78322894,0.786061798,0.759394712,0.831199282,0.775542227,0.753073604,0.824426201,0.708295804,0.820651893,0.815527232,0.856873909,0.796003979,0.787111242,0.790659048,0.845975069,0.807888415,0.878766002,0.854582632,0.702783254,0.816326531,0.849120461,0.291988682,0.408488701,0.933934465,0.894732573,0.928952487,0.906590204
HDGFRP3,0.212782102,0.309553955,0.36626546,0.371260995,0.109981857,0.203521089,0.721603267,0.706246384,0.125717791,0.054823493,0.277837734,0.06846852,0.361442753,0.269657743,0.472201527,0.107432549,0.018541196,0.338977917,0.434172343,0.223647455,0.517693362,0.020191911,0.037929991,0.116676331,0.210110142,0.091964875,0.199932109,0.165724169,0.232155765,0.040816327,0.280641264,0.019987297,0.734794065,0.530833342,0.647734724,0.694227959,0.747686169,0.600194695,0.299314202,0.067947379,0.794102925,0.014889034,0.58789763,0.018714732,0.555999123,0.386197902,0.030258442,0.027579204,0.482411644,0.03010352,0.659981641,0.018725366,0.021481379,0.034594498,0.020106132,0.018791474,0.055215819,0.030573762,0.01664214,0.033542607,0.522783084,0.295184074,0.057849808,0.053584628,0.020408163,0.105048766,0.061962165,0.060512135,0.170964337,0.405270173,0.094074829,0.013480052,0.028942403,0.014980057,0.018019657,0.231146607,0.018243808,0.019995122,0.131649862,0.040816327,0.041630754,0.193657651,0.365195608,0.175509828,0.03687609,0.024334242,0.094720463,0.018549435,0.229942741,0.26622095,0.232651897,0.075949857,0.040354681,0.146776227,0.480574934,0.079916943,0.047247088,0.267156577,0.021252938,0.209802329,0.087731002,0.016360429,0.066950138,0.375416096,0.769124414,0.738764712,0.727249455,0.735063141
NXT2,0.695558151,0.56293738,0.663809979,0.52191288,0.636379408,0.331304596,0.48362946,0.843508425,0.611124368,0.537654969,0.683391446,0.55423432,0.556228681,0.707635608,0.73338181,0.652496077,0.391834837,0.678035846,0.715217153,0.630741025,0.676528521,0.525653346,0.460855228,0.331755677,0.755399864,0.698684085,0.640184187,0.563543687,0.554518891,0.668079223,0.745639474,0.790594571,0.569392109,0.241236381,0.602401827,0.626107549,0.664500355,0.244306673,0.597960646,0.629053579,0.664205668,0.562569213,0.568077358,0.533739821,0.66741946,0.446654069,0.63899571,0.693877551,0.525071776,0.562629229,0.540293644,0.691464926,0.555670984,0.677623377,0.728044686,0.700126746,0.792280153,0.734918293,0.603370403,0.610176786,0.593125392,0.762718528,0.651316205,0.778269811,0.556751712,0.721471961,0.769566187,0.738313721,0.579544708,0.607920582,0.899924388,0.801453944,0.780289168,0.711792072,0.488976857,0.82334756,0.503670359,0.806138566,0.656446354,0.759010571,0.73442257,0.777683757,0.808355298,0.801068336,0.737571753,0.627310555,0.578603894,0.918680128,0.536827738,0.380682529,0.733365879,0.919772129,0.556142989,0.9411618,0.61495013,0.856518356,0.520503367,0.45995633,0.08686789,0.483611461,0.272632035,0.665752932,0.270967576,0.195597838,0.595389849,0.553256098,0.154578206,0.208364054
TRAC,0.509416863,0.797161449,0.55054124,0.819607747,0.725464804,0.695100492,0.583508907,0.683368041,0.726034092,0.777267403,0.326670138,0.708901258,0.771104715,0.665566211,0.849386356,0.66321345,0.531247626,0.502789962,0.589791286,0.786536263,0.860055969,0.779094466,0.730660402,0.900081309,0.811481366,0.822736258,0.515582015,0.775161063,0.605738624,0.666912533,0.836673997,0.709188226,0.845097878,0.665998689,0.867635003,0.66589876,0.787752411,0.765166474,0.335267976,0.862569528,0.675387438,0.683994722,0.630050981,0.72624336,0.799588068,0.951925548,0.660996891,0.70331563,0.860174942,0.561164021,0.820282749,0.373676663,0.290392329,0.556730645,0.802435735,0.846713509,0.763846134,0.539827631,0.703780081,0.615427602,0.629489853,0.653352783,0.521952959,0.501000227,0.7444317,0.574069795,0.636851655,0.527017524,0.799223368,0.744785241,0.809487104,0.743617941,0.701312946,0.682853951,0.578633437,0.516652137,0.706188488,0.725301107,0.76870072,0.655614753,0.728564595,0.335784205,0.528121976,0.539021832,0.791773347,0.585629174,0.671902584,0.740164726,0.420250384,0.72941211,0.776838713,0.779488647,0.702412973,0.528095967,0.682854263,0.916517519,0.672106629,0.803223938,0.592955553,0.805170198,0.785503372,0.715137125,0.710953144,0.745075389,0.370081672,0.367177102,0.507055919,0.521596734
